./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_1,484,25853,5613,10000,199.011
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_2,613,30369,3710,10000,197.47
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_3,592,28940,4115,10000,197.992
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_4,510,24628,8668,10000,199.164
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_5,615,30154,804,10000,197.424
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_6,687,30346,4389,10000,199.495
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_7,525,24460,9418,10000,198.771
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_8,631,32029,499,10000,198.663
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_9,598,27618,2389,10000,200.928
./instances/RCPMSII/RCPMS_Instance_106_m=7_n=100_t=8_10,592,28906,9006,10000,200.423
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_1,607,28011,1096,10000,197.696
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_2,534,26285,753,10000,201.758
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_3,551,25308,1902,10000,199.802
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_4,546,26526,605,10000,201.222
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_5,561,26172,7687,10000,196.936
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_6,564,26750,6860,10000,199.589
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_7,553,27080,525,10000,202.312
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_8,595,27889,6235,10000,199.156
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_9,516,26518,924,10000,197.529
./instances/RCPMSII/RCPMS_Instance_116_m=7_n=100_t=13_10,633,27547,2391,10000,197.676
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_1,899,94349,5530,10000,712.548
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_2,909,96337,4806,10000,750.737
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_3,904,96538,4754,10000,768.425
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_4,938,96868,1207,10000,739.908
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_5,909,93420,6874,10000,733.082
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_6,927,95149,5383,10000,733.591
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_7,915,98605,9852,10000,733.798
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_8,916,97131,7066,10000,730.263
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_9,923,94353,9809,10000,733.173
./instances/RCPMSII/RCPMS_Instance_126_m=7_n=200_t=11_10,935,94537,3400,10000,737.484
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_1,1124,117172,7609,10000,748.953
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_2,1115,109309,6169,10000,748.055
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_3,1082,110887,4905,10000,740.725
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_4,1122,117414,8462,10000,741.891
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_5,1209,116042,9762,10000,742.095
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_6,1025,110842,9229,10000,731.61
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_7,1080,112250,2122,10000,746.943
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_8,1125,119371,8998,10000,742.88
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_9,1084,116821,8417,10000,729.903
./instances/RCPMSII/RCPMS_Instance_136_m=8_n=200_t=9_10,1407,135914,6963,10000,721.193
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_1,1058,101927,6246,10000,721.325
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_2,1002,102653,5948,10000,725.166
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_3,1120,110202,2418,10000,724.853
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_4,1050,100594,1839,10000,728.345
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_5,1017,108234,4722,10000,750.33
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_6,988,102677,3237,10000,757.588
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_7,1074,106007,2899,10000,744.311
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_8,1199,120026,9822,10000,729.87
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_9,1003,100099,7757,10000,743.588
./instances/RCPMSII/RCPMS_Instance_146_m=8_n=200_t=13_10,1041,105007,5355,10000,748.025
./instances/RCPMSII/RCPMS_Instance_151_m=9_n=200_t=10_1,1296,127769,9512,10000,754.577
./instances/RCPMSII/RCPMS_Instance_151_m=9_n=200_t=10_2,1153,127300,3591,10000,770.534
