./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_1,591,7118,15,10000,13.748
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_2,558,6747,16,10000,13.6754
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_3,591,5593,20,10000,13.8481
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_4,583,6473,23,10000,13.7552
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_5,591,5583,15,10000,13.6892
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_6,583,5837,14,10000,13.9741
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_7,583,6181,23,10000,13.9197
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_8,583,5856,16,10000,13.8225
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_9,583,6497,38,10000,13.7943
./instances/RCPMSI/RCPMS_Instance_12_m=2_n=25_t=3_10,583,6177,910,10000,13.5961
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_1,290,1274,0,10000,1.74293
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_2,290,1108,2,10000,1.76113
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_3,290,1115,2,10000,1.77979
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_4,290,1102,0,10000,1.76593
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_5,290,1236,2,10000,1.76263
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_6,290,1115,163840,10000,1.76895
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_7,290,1182,163840,10000,1.75728
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_8,290,1323,163840,10000,1.70372
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_9,290,1301,163840,10000,1.77217
./instances/RCPMSI/RCPMS_Instance_16_m=2_n=8_t=5_10,290,1268,2,10000,1.70474
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_1,189,836,0,10000,1.76356
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_2,189,751,163840,10000,1.72292
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_3,189,714,0,10000,1.74862
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_4,189,724,2,10000,1.77569
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_5,189,698,163840,10000,1.75999
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_6,189,818,0,10000,1.79611
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_7,189,768,0,10000,1.758
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_8,189,692,0,10000,1.7757
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_9,189,722,163840,10000,1.77681
./instances/RCPMSI/RCPMS_Instance_1_m=2_n=8_t=3_10,189,785,0,10000,1.77797
./instances/RCPMSI/RCPMS_Instance_21_m=2_n=15_t=5_1,327,2312,12,10000,5.29601
./instances/RCPMSI/RCPMS_Instance_21_m=2_n=15_t=5_2,309,2139,12,10000,5.4063
./instances/RCPMSI/RCPMS_Instance_21_m=2_n=15_t=5_3,309,2398,13,10000,5.36057
./instances/RCPMSI/RCPMS_Instance_21_m=2_n=15_t=5_4,309,2307,12,10000,5.27244
./instances/RCPMSI/RCPMS_Instance_21_m=2_n=15_t=5_5,327,2169,6,10000,5.41061
./instances/RCPMSI/RCPMS_Instance_21_m=2_n=15_t=5_6,309,2320,43,10000,5.36742
